x-axis,1
second,Volt
-50.0000E-09,-321.6080368E-06
-49.8438E-09,-321.6080368E-06
-49.6875E-09,-160.8040184E-06
-49.5313E-09,-160.8040184E-06
-49.3750E-09,-160.8040184E-06
-49.2188E-09,+0.0E+00
-49.0625E-09,+0.0E+00
-48.9063E-09,+0.0E+00
-48.7500E-09,-80.4020092E-06
-48.5938E-09,-160.8040184E-06
-48.4375E-09,-160.8040184E-06
-48.2813E-09,-160.8040184E-06
-48.1250E-09,-261.3065299E-06
-47.9688E-09,-321.6080368E-06
-47.8125E-09,-321.6080368E-06
-47.6563E-09,-321.6080368E-06
-47.5000E-09,-321.6080368E-06
-47.3438E-09,-321.6080368E-06
-47.1875E-09,-321.6080368E-06
-47.0313E-09,-321.6080368E-06
-46.8750E-09,-321.6080368E-06
-46.7188E-09,-321.6080368E-06
-46.5625E-09,-321.6080368E-06
-46.4063E-09,-321.6080368E-06
-46.2500E-09,-321.6080368E-06
-46.0938E-09,-321.6080368E-06
-45.9375E-09,-412.0602971E-06
-45.7813E-09,-482.4120551E-06
-45.6250E-09,-482.4120551E-06
-45.4688E-09,-482.4120551E-06
-45.3125E-09,-482.4120551E-06
-45.1563E-09,-482.4120551E-06
-45.0000E-09,-482.4120551E-06
-44.8438E-09,-482.4120551E-06
-44.6875E-09,-321.6080368E-06
-44.5313E-09,-321.6080368E-06
-44.3750E-09,-321.6080368E-06
-44.2188E-09,-321.6080368E-06
-44.0625E-09,-321.6080368E-06
-43.9063E-09,-321.6080368E-06
-43.7500E-09,-321.6080368E-06
-43.5938E-09,-321.6080368E-06
-43.4375E-09,-321.6080368E-06
-43.2813E-09,-321.6080368E-06
-43.1250E-09,-321.6080368E-06
-42.9688E-09,-321.6080368E-06
-42.8125E-09,-321.6080368E-06
-42.6563E-09,-482.4120551E-06
-42.5000E-09,-482.4120551E-06
-42.3438E-09,-482.4120551E-06
-42.1875E-09,-482.4120551E-06
-42.0313E-09,-482.4120551E-06
-41.8750E-09,-482.4120551E-06
-41.7188E-09,-482.4120551E-06
-41.5625E-09,-482.4120551E-06
-41.4063E-09,-482.4120551E-06
-41.2500E-09,-482.4120551E-06
-41.0938E-09,-321.6080368E-06
-40.9375E-09,-321.6080368E-06
-40.7813E-09,-321.6080368E-06
-40.6250E-09,-321.6080368E-06
-40.4688E-09,-321.6080368E-06
-40.3125E-09,-160.8040184E-06
-40.1563E-09,-160.8040184E-06
-40.0000E-09,-160.8040184E-06
-39.8438E-09,-160.8040184E-06
-39.6875E-09,-160.8040184E-06
-39.5313E-09,-160.8040184E-06
-39.3750E-09,-160.8040184E-06
-39.2188E-09,-160.8040184E-06
-39.0625E-09,-160.8040184E-06
-38.9063E-09,-160.8040184E-06
-38.7500E-09,-160.8040184E-06
-38.5938E-09,-160.8040184E-06
-38.4375E-09,-160.8040184E-06
-38.2813E-09,-160.8040184E-06
-38.1250E-09,-160.8040184E-06
-37.9688E-09,-160.8040184E-06
-37.8125E-09,-160.8040184E-06
-37.6563E-09,-160.8040184E-06
-37.5000E-09,-160.8040184E-06
-37.3438E-09,-160.8040184E-06
-37.1875E-09,-160.8040184E-06
-37.0313E-09,-160.8040184E-06
-36.8750E-09,-160.8040184E-06
-36.7188E-09,-160.8040184E-06
-36.5625E-09,-160.8040184E-06
-36.4063E-09,-160.8040184E-06
-36.2500E-09,-160.8040184E-06
-36.0938E-09,-160.8040184E-06
-35.9375E-09,-160.8040184E-06
-35.7813E-09,-160.8040184E-06
-35.6250E-09,-160.8040184E-06
-35.4688E-09,-160.8040184E-06
-35.3125E-09,-160.8040184E-06
-35.1563E-09,-160.8040184E-06
-35.0000E-09,-160.8040184E-06
-34.8438E-09,-160.8040184E-06
-34.6875E-09,-160.8040184E-06
-34.5313E-09,-251.2562787E-06
-34.3750E-09,-321.6080368E-06
-34.2188E-09,-321.6080368E-06
-34.0625E-09,-321.6080368E-06
-33.9063E-09,-321.6080368E-06
-33.7500E-09,-321.6080368E-06
-33.5938E-09,-321.6080368E-06
-33.4375E-09,-321.6080368E-06
-33.2813E-09,-321.6080368E-06
-33.1250E-09,-321.6080368E-06
-32.9688E-09,-321.6080368E-06
-32.8125E-09,-321.6080368E-06
-32.6563E-09,-321.6080368E-06
-32.5000E-09,-160.8040184E-06
-32.3438E-09,-160.8040184E-06
-32.1875E-09,-160.8040184E-06
-32.0313E-09,-160.8040184E-06
-31.8750E-09,-160.8040184E-06
-31.7188E-09,-160.8040184E-06
-31.5625E-09,-160.8040184E-06
-31.4063E-09,-160.8040184E-06
-31.2500E-09,-160.8040184E-06
-31.0938E-09,-160.8040184E-06
-30.9375E-09,-160.8040184E-06
-30.7813E-09,-160.8040184E-06
-30.6250E-09,-160.8040184E-06
-30.4688E-09,-160.8040184E-06
-30.3125E-09,-160.8040184E-06
-30.1563E-09,-160.8040184E-06
-30.0000E-09,-160.8040184E-06
-29.8438E-09,-160.8040184E-06
-29.6875E-09,-0.0E+00
-29.5313E-09,+0.0E+00
-29.3750E-09,+0.0E+00
-29.2188E-09,-160.8040184E-06
-29.0625E-09,-160.8040184E-06
-28.9063E-09,-160.8040184E-06
-28.7500E-09,-160.8040184E-06
-28.5938E-09,-160.8040184E-06
-28.4375E-09,-321.6080368E-06
-28.2813E-09,-321.6080368E-06
-28.1250E-09,-321.6080368E-06
-27.9688E-09,-321.6080368E-06
-27.8125E-09,-321.6080368E-06
-27.6563E-09,-321.6080368E-06
-27.5000E-09,-321.6080368E-06
-27.3438E-09,-321.6080368E-06
-27.1875E-09,-321.6080368E-06
-27.0313E-09,-321.6080368E-06
-26.8750E-09,-160.8040184E-06
-26.7188E-09,-160.8040184E-06
-26.5625E-09,-160.8040184E-06
-26.4063E-09,-160.8040184E-06
-26.2500E-09,-160.8040184E-06
-26.0938E-09,-160.8040184E-06
-25.9375E-09,-160.8040184E-06
-25.7813E-09,-160.8040184E-06
-25.6250E-09,-160.8040184E-06
-25.4688E-09,-160.8040184E-06
-25.3125E-09,-160.8040184E-06
-25.1563E-09,-160.8040184E-06
-25.0000E-09,-160.8040184E-06
-24.8438E-09,-160.8040184E-06
-24.6875E-09,-160.8040184E-06
-24.5313E-09,-160.8040184E-06
-24.3750E-09,-160.8040184E-06
-24.2188E-09,-0.0E+00
-24.0625E-09,-160.8040184E-06
-23.9063E-09,-160.8040184E-06
-23.7500E-09,-160.8040184E-06
-23.5938E-09,-160.8040184E-06
-23.4375E-09,-160.8040184E-06
